creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment
622,France,Male,59,5,119380.37,1,1,1,60429.43,0,0,1,PLATINUM,650,Senior,Early,1,3,1,1,Low,2,8.431714838477771e-06,Low Risk
638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0,0,2,PLATINUM,442,Elder,Early,1,3,1,0,Medium,1,2.619793437949744e-05,Low Risk
640,France,Female,20,4,0.0,2,0,1,78310.82,0,0,5,SILVER,670,Young,Early,0,2,0,0,Medium,0,0.0037961924863434567,Low Risk
644,Spain,Male,28,0,0.0,2,1,0,119419.37,0,0,5,GOLD,266,Young,,0,2,0,0,Medium,1,0.003230773911901151,Low Risk
753,France,Female,31,6,106596.29,1,0,0,91305.77,0,0,5,GOLD,503,Mid-Age,Established,1,1,0,1,Medium,2,0.2954138919168969,Low Risk
629,France,Female,37,10,99546.25,3,0,1,25136.95,1,1,1,PLATINUM,878,Mid-Age,Established,1,1,1,0,Low,1,0.9001012088705704,High Risk
775,France,Female,30,5,0.0,1,1,0,193880.6,1,1,5,DIAMOND,807,Young,Early,0,1,0,1,High,2,0.9988072509577801,High Risk
701,France,Female,41,2,0.0,1,1,0,47856.78,0,0,4,GOLD,916,Mid-Age,New,0,2,0,1,Low,2,0.0034098305694598035,Low Risk
708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0,0,5,PLATINUM,881,Young,Established,1,3,0,1,Low,1,1.5497812893987943e-05,Low Risk
521,Spain,Female,22,10,0.0,1,1,1,101311.95,0,0,3,SILVER,882,Young,Established,0,3,0,1,Medium,1,4.121553550847036e-06,Low Risk
636,France,Female,24,9,0.0,2,0,1,38830.72,0,0,1,GOLD,493,Young,Established,0,2,1,0,Low,1,3.415259252712269e-05,Low Risk
529,France,Female,31,5,0.0,2,1,0,26817.23,0,0,3,DIAMOND,383,Mid-Age,Early,0,2,0,0,Low,1,0.0012489844825891944,Low Risk
757,France,Male,28,3,75381.15,1,1,1,199727.72,0,0,5,GOLD,378,Young,Early,0,3,0,1,High,1,4.5442954235101055e-05,Low Risk
767,Spain,Female,24,5,0.0,2,1,1,67445.85,0,0,4,GOLD,900,Young,Early,0,3,0,0,Medium,0,1.7994716738506352e-05,Low Risk
525,Spain,Male,33,5,0.0,2,1,0,161002.29,0,0,1,GOLD,780,Mid-Age,Early,0,2,1,0,High,2,2.1265416546740426e-05,Low Risk
759,Spain,Male,38,1,0.0,2,1,0,20778.39,0,0,5,DIAMOND,795,Mid-Age,New,0,2,0,0,Low,1,0.003466481322588508,Low Risk
520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,1,1,PLATINUM,796,Mid-Age,New,1,2,1,1,Low,2,0.3596300209803602,Medium Risk
738,France,Female,26,3,0.0,2,1,0,67484.16,0,0,4,SILVER,656,Young,Early,0,2,0,0,Medium,1,0.0031316223620529824,Low Risk
548,Spain,Male,37,4,0.0,1,1,0,121763.68,0,0,5,GOLD,926,Mid-Age,Early,0,2,0,1,Medium,2,0.0018618114195532937,Low Risk
535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,1,2,GOLD,415,Senior,Established,1,1,1,1,High,3,0.9871720141497766,High Risk
615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,0,1,DIAMOND,306,Senior,Early,1,3,1,1,Medium,2,8.789771095430456e-06,Low Risk
850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0,0,1,SILVER,493,Mid-Age,Established,1,1,1,0,Low,2,0.008544608079698809,Low Risk
487,France,Female,34,2,96019.5,1,0,0,9085.0,0,0,2,GOLD,740,Mid-Age,New,0,1,1,1,Low,3,0.011612203618321925,Low Risk
731,France,Male,30,7,0.0,2,0,1,143086.09,0,0,5,DIAMOND,871,Young,Established,0,2,0,0,High,0,0.0027296962558336487,Low Risk
726,Spain,Female,35,9,0.0,2,0,1,100556.98,0,0,3,PLATINUM,761,Mid-Age,Established,0,2,0,0,Medium,0,0.00046678889162855527,Low Risk
609,France,Female,35,2,147900.43,1,1,0,140000.29,0,0,2,PLATINUM,364,Mid-Age,New,1,2,1,1,High,3,0.00026411365122385003,Low Risk
714,France,Male,52,4,100755.66,1,1,1,186775.25,0,0,3,DIAMOND,429,Senior,Early,1,3,0,1,High,1,0.0001432573606503357,Low Risk
694,Spain,Female,35,7,0.0,1,1,0,133570.43,1,1,4,SILVER,296,Mid-Age,Established,0,1,0,1,High,2,0.9960371742698302,High Risk
786,France,Female,33,0,83036.05,1,0,1,154990.58,1,1,2,PLATINUM,595,Mid-Age,,0,1,1,1,High,2,0.9541597362208334,High Risk
698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0,0,5,GOLD,717,Young,Established,1,1,0,0,Low,1,0.1751417383801425,Low Risk
601,France,Female,46,3,98202.76,1,0,0,137763.93,0,0,5,GOLD,642,Senior,Early,1,1,0,1,High,2,0.8771229560072065,High Risk
769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0,0,4,GOLD,747,Mid-Age,New,0,2,0,1,Low,2,0.001491837660833088,Low Risk
850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0,0,5,SILVER,414,Mid-Age,Early,1,2,0,0,High,0,0.022544185121349997,Low Risk
646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,1,4,GOLD,951,Senior,Early,1,2,0,0,High,0,0.9859035606917338,High Risk
659,France,Female,44,9,23503.31,1,0,1,169862.01,1,1,4,GOLD,275,Mid-Age,Established,0,1,0,1,High,1,0.9972394505667785,High Risk
487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0,0,2,DIAMOND,675,Mid-Age,Established,1,2,1,1,Low,3,5.912771194526787e-05,Low Risk
740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0,0,2,GOLD,318,Mid-Age,New,1,3,1,0,Low,1,1.1948781028132642e-05,Low Risk
686,France,Male,39,4,0.0,2,1,0,155023.93,0,0,4,DIAMOND,977,Mid-Age,Early,0,2,0,0,High,1,0.002008411400232976,Low Risk
612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,0,5,PLATINUM,288,Mid-Age,Early,1,2,0,0,High,1,0.009704563786005586,Low Risk
655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0,0,2,SILVER,959,Mid-Age,Established,1,1,1,0,Medium,2,0.005468042450442657,Low Risk
617,France,Male,34,1,61687.33,2,1,0,105965.25,0,0,4,DIAMOND,419,Mid-Age,New,0,2,0,0,Medium,1,0.0018749066508425814,Low Risk
674,France,Female,27,4,79144.34,1,0,1,50743.83,0,0,1,PLATINUM,720,Young,Early,0,2,1,1,Low,2,4.7476657694880915e-05,Low Risk
711,Spain,Male,32,5,0.0,2,1,1,147720.27,0,0,2,DIAMOND,521,Mid-Age,Early,0,3,1,0,High,1,6.66547520415061e-07,Low Risk
624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0,0,5,SILVER,734,Young,Established,1,3,0,1,High,1,0.00023643073703135935,Low Risk
597,Spain,Male,26,5,0.0,2,0,1,95159.13,0,0,3,GOLD,545,Young,Early,0,2,0,0,Medium,0,0.000252454804111093,Low Risk
682,Spain,Male,46,4,0.0,1,1,1,4654.28,0,0,5,SILVER,221,Senior,Early,0,3,0,1,Low,1,0.0002862061935094638,Low Risk
775,France,Male,45,8,0.0,1,1,0,130376.68,0,0,4,DIAMOND,805,Mid-Age,Established,0,2,0,1,Medium,2,0.0014502703496452512,Low Risk
727,France,Female,29,1,146652.01,1,1,1,173486.39,0,0,1,DIAMOND,518,Young,New,1,3,1,1,High,2,1.6104401686502813e-06,Low Risk
629,France,Male,31,6,0.0,2,1,0,93881.75,0,0,5,SILVER,363,Mid-Age,Established,0,2,0,0,Medium,1,0.0026818672559400874,Low Risk
684,France,Male,46,0,0.0,2,1,1,36376.97,0,0,3,GOLD,784,Senior,,0,3,0,0,Low,0,9.574249988655903e-05,Low Risk
549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0,0,3,SILVER,623,Mid-Age,New,1,3,0,0,Medium,0,7.852902027164473e-05,Low Risk
593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0,0,1,GOLD,952,Elder,New,1,2,1,0,Medium,1,0.0012500026681732848,Low Risk
536,Spain,Male,40,9,0.0,2,1,1,11959.03,0,0,2,SILVER,238,Mid-Age,Established,0,3,1,0,Low,1,8.068578163098128e-07,Low Risk
707,France,Female,36,6,0.0,1,0,0,98810.78,0,0,3,PLATINUM,552,Mid-Age,Established,0,1,0,1,Medium,2,0.0554668604763066,Low Risk
592,Spain,Male,41,0,0.0,2,1,0,65906.07,0,0,4,GOLD,576,Mid-Age,,0,2,0,0,Low,1,0.0020276741303066766,Low Risk
703,France,Male,44,6,98862.54,1,1,0,151516.7,0,0,4,PLATINUM,407,Mid-Age,Established,1,2,0,1,High,2,0.0026237364545463816,Low Risk
723,Spain,Female,45,4,0.0,2,1,0,37214.39,0,0,5,PLATINUM,799,Mid-Age,Early,0,2,0,0,Low,1,0.00908449363972251,Low Risk
452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0,0,5,SILVER,821,Senior,New,1,1,0,0,Medium,1,0.9220555254566887,High Risk
552,Spain,Male,42,4,0.0,2,0,0,195692.3,0,0,3,SILVER,785,Mid-Age,Early,0,1,0,0,High,1,0.045688005716002435,Low Risk
633,France,Female,47,0,0.0,1,1,1,6342.84,1,1,3,GOLD,350,Senior,,0,2,0,1,Low,1,0.9613620780735491,High Risk
479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0,0,3,GOLD,787,Young,Established,1,2,0,1,Medium,1,0.0015031399910182832,Low Risk
768,France,Male,25,6,0.0,2,1,1,21215.67,0,0,3,PLATINUM,928,Young,Established,0,3,0,0,Low,0,4.602522314300387e-06,Low Risk
742,France,Male,31,4,105239.1,1,1,1,19700.24,0,0,3,DIAMOND,790,Mid-Age,Early,1,3,0,1,Low,1,7.2413384107356776e-06,Low Risk
668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,1,1,SILVER,239,Senior,Established,1,1,1,1,High,3,0.9947853403048695,High Risk
707,Spain,Male,44,3,0.0,2,1,1,135077.01,0,0,2,DIAMOND,682,Mid-Age,Early,0,3,1,0,High,1,1.4799574094563231e-06,Low Risk
754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,1,1,SILVER,902,Mid-Age,Established,1,1,1,0,High,2,0.8585714181378585,High Risk
544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1,1,3,GOLD,491,Senior,Early,1,0,0,1,Medium,2,0.9999919764665253,High Risk
718,Spain,Male,32,8,0.0,2,1,1,41399.33,0,0,5,GOLD,685,Mid-Age,Established,0,3,0,0,Low,0,1.947632333265363e-05,Low Risk
762,France,Male,31,7,117687.35,1,1,1,159344.43,0,0,2,PLATINUM,867,Mid-Age,Established,1,3,1,1,High,2,7.249747886369684e-07,Low Risk
772,France,Male,23,2,0.0,2,1,0,18364.19,0,0,3,GOLD,407,Young,New,0,2,0,0,Low,1,0.00046407165969649083,Low Risk
691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,1,5,SILVER,958,Mid-Age,Established,1,2,0,1,Medium,1,0.9676090751070796,High Risk
502,France,Male,45,0,0.0,1,0,0,84663.21,0,0,5,SILVER,553,Mid-Age,,0,1,0,1,Medium,2,0.3012933039835389,Medium Risk
563,France,Female,34,6,0.0,2,0,0,36536.93,0,0,1,GOLD,256,Mid-Age,Established,0,1,1,0,Low,2,0.004758919142913431,Low Risk
676,France,Female,41,4,101457.14,1,1,1,79101.67,0,0,1,PLATINUM,299,Mid-Age,Early,1,3,1,1,Medium,2,1.3682997930902017e-06,Low Risk
576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,0,4,DIAMOND,221,Senior,New,1,3,0,0,Low,0,0.0003249974259464065,Low Risk
629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0,0,1,DIAMOND,391,Mid-Age,Early,1,2,1,0,High,1,4.368238772271792e-05,Low Risk
625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0,0,3,DIAMOND,275,Senior,Established,1,2,0,1,Low,2,0.007054516871048668,Low Risk
628,France,Male,45,9,0.0,2,1,1,96862.56,0,0,1,GOLD,429,Mid-Age,Established,0,3,1,0,Medium,1,4.779260312590255e-07,Low Risk
471,Germany,Female,36,5,90063.74,2,1,1,96366.7,0,0,1,SILVER,368,Mid-Age,Early,0,3,1,0,Medium,1,3.034469817660624e-06,Low Risk
811,France,Female,45,5,0.0,2,1,1,146123.19,0,0,3,DIAMOND,372,Mid-Age,Early,0,3,0,0,High,0,3.440562037171625e-05,Low Risk
504,France,Male,42,3,134936.97,2,0,0,135178.91,0,0,2,DIAMOND,985,Mid-Age,Early,1,1,1,0,High,2,0.015132269521366693,Low Risk
687,France,Female,24,3,110495.27,1,1,0,158615.41,0,0,3,PLATINUM,261,Young,Early,1,2,0,1,High,2,0.0014998718598173229,Low Risk
660,Germany,Female,37,2,133200.09,1,0,0,71433.88,0,0,4,DIAMOND,700,Mid-Age,New,1,1,0,1,Medium,2,0.4311695768865373,Medium Risk
548,France,Female,41,4,82596.8,1,0,1,55672.09,0,0,2,SILVER,514,Mid-Age,Early,0,2,1,1,Low,2,0.00022090197141057076,Low Risk
609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0,0,2,SILVER,718,Mid-Age,Established,1,3,1,1,High,2,1.7874109076602375e-06,Low Risk
659,Spain,Female,42,2,0.0,1,0,0,162734.31,1,1,1,SILVER,674,Mid-Age,New,0,0,1,1,High,3,0.9983258693124198,High Risk
526,France,Male,52,8,93590.47,1,0,1,21228.71,1,1,1,SILVER,589,Senior,Established,0,1,1,1,Low,2,0.974871669462119,High Risk
725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0,0,4,GOLD,414,Mid-Age,Established,1,2,0,1,Low,2,0.00431248411578322,Low Risk
519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1,1,5,GOLD,748,Mid-Age,New,1,2,0,1,Low,1,0.9468627920269206,High Risk
562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0,0,4,PLATINUM,759,Mid-Age,Established,1,3,0,1,Medium,1,5.5272082585945924e-05,Low Risk
482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1,1,4,PLATINUM,647,Mid-Age,Established,1,1,0,1,Medium,2,0.9986229764067748,High Risk
535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0,0,5,DIAMOND,316,Mid-Age,Early,1,3,0,0,Low,0,8.174606099145433e-05,Low Risk
561,France,Female,27,9,135637.0,1,1,0,153080.4,1,1,2,SILVER,567,Young,Established,1,1,1,1,High,3,0.9574968752329469,High Risk
661,France,Female,30,7,0.0,2,1,0,72196.57,0,0,3,DIAMOND,220,Young,Established,0,2,0,0,Medium,1,0.001434453039203367,Low Risk
771,France,Male,27,2,0.0,2,1,1,199527.34,0,0,2,PLATINUM,918,Young,New,0,3,1,0,High,1,7.766251279382414e-07,Low Risk
545,France,Male,26,7,0.0,2,0,1,156598.23,0,0,2,GOLD,781,Young,Established,0,2,1,0,High,1,4.6614883970497615e-05,Low Risk
850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0,0,3,PLATINUM,271,Mid-Age,New,0,2,0,1,Medium,1,0.0021181147030775982,Low Risk
601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,0,5,GOLD,799,Mid-Age,Early,1,3,0,0,Medium,0,0.00024538206133558054,Low Risk
712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0,0,5,DIAMOND,358,Mid-Age,Established,1,3,0,0,Low,0,0.00018704242027485065,Low Risk
589,France,Female,31,10,110635.32,1,1,0,148218.86,0,0,5,SILVER,728,Mid-Age,Established,1,2,0,1,High,2,0.005932060211550821,Low Risk
600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0,0,2,GOLD,224,Mid-Age,Established,1,3,1,1,Medium,2,8.794588223694671e-07,Low Risk
642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0,0,5,DIAMOND,720,Mid-Age,Early,1,2,0,1,Medium,2,0.01578692665402348,Low Risk
575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,1,5,DIAMOND,232,Senior,Established,1,2,0,0,Low,0,0.9940566731034329,High Risk
570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0,5,SILVER,307,Senior,Early,0,2,0,1,Medium,1,0.2164121332143526,Low Risk
532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,1,2,GOLD,401,Senior,Established,1,1,1,1,High,3,0.99710821951526,High Risk
796,France,Male,30,2,137262.71,2,1,0,62905.29,0,0,1,SILVER,935,Young,New,1,2,1,0,Low,2,5.87602941383719e-05,Low Risk
833,Spain,Male,32,6,0.0,1,1,1,44323.22,1,1,4,GOLD,775,Mid-Age,Established,0,2,0,1,Low,1,0.46398888536454597,Medium Risk
642,Spain,Female,36,6,0.0,2,1,1,97938.59,0,0,4,PLATINUM,285,Mid-Age,Established,0,3,0,0,Medium,0,2.5790144242028964e-05,Low Risk
655,France,Male,28,10,0.0,2,0,1,126565.21,0,0,2,SILVER,315,Young,Established,0,2,1,0,Medium,1,4.119711031984127e-05,Low Risk
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,1,1,GOLD,760,Senior,Established,1,1,1,1,High,3,0.9909063202642878,High Risk
617,France,Female,34,0,131244.65,2,1,0,183229.02,0,0,5,DIAMOND,933,Mid-Age,,1,2,0,0,High,1,0.01841948297862699,Low Risk
762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0,0,2,GOLD,414,Young,Early,1,3,1,0,Medium,1,3.5602702686236273e-06,Low Risk
703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,0,3,PLATINUM,811,Mid-Age,Early,1,2,0,0,High,1,0.0021421045051615434,Low Risk
507,France,Male,41,3,58820.32,2,1,1,138536.09,0,0,3,PLATINUM,895,Mid-Age,Early,0,3,0,0,High,0,1.2412598559557734e-05,Low Risk
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,1,5,DIAMOND,877,Young,Early,1,2,0,1,High,1,0.9712707863455793,High Risk
593,France,Male,31,9,0.0,2,0,1,20492.16,0,0,2,DIAMOND,568,Mid-Age,Established,0,2,1,0,Low,1,4.0463366905136294e-05,Low Risk
648,France,Male,23,9,168372.52,1,1,0,134676.72,0,0,4,DIAMOND,883,Young,Established,1,2,0,1,High,2,0.0012127274172504703,Low Risk
462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0,0,5,PLATINUM,747,Mid-Age,New,0,2,0,0,High,1,0.011090703531171524,Low Risk
596,Spain,Male,36,2,0.0,2,0,1,125557.95,0,0,4,SILVER,867,Mid-Age,New,0,2,0,0,Medium,0,0.0008062557678859274,Low Risk
627,France,Female,44,5,0.0,2,1,0,82969.61,1,1,5,SILVER,396,Mid-Age,Early,0,1,0,0,Medium,1,0.999369780998385,High Risk
494,France,Male,40,7,0.0,2,0,1,158071.69,0,0,4,GOLD,910,Mid-Age,Established,0,2,0,0,High,0,0.0012756629507399062,Low Risk
627,France,Male,73,0,146329.73,1,0,1,43615.67,0,0,2,DIAMOND,871,Elder,,1,2,1,1,Low,2,0.0018062609251474214,Low Risk
850,Spain,Male,37,2,0.0,2,1,0,119969.99,0,0,2,DIAMOND,272,Mid-Age,New,0,2,1,0,Medium,2,6.971138877822261e-05,Low Risk
632,France,Female,49,5,167962.7,1,0,0,140201.21,0,0,3,DIAMOND,614,Senior,Early,1,1,0,1,High,2,0.6320827948890948,High Risk
490,France,Male,33,1,0.0,2,1,1,80792.83,0,0,3,DIAMOND,861,Mid-Age,New,0,3,0,0,Medium,0,6.846758365799559e-06,Low Risk
715,France,Male,40,7,0.0,1,1,1,141359.11,0,0,5,GOLD,776,Mid-Age,Established,0,3,0,1,High,1,3.7406636336695726e-05,Low Risk
679,France,Male,48,8,0.0,2,1,0,23344.94,0,0,2,SILVER,609,Senior,Established,0,2,1,0,Low,2,0.0007736071476695483,Low Risk
619,France,Male,44,3,116967.68,1,1,0,5075.17,1,1,5,DIAMOND,716,Mid-Age,Early,1,1,0,1,Low,2,0.9990053244439608,High Risk
465,Spain,Female,33,6,0.0,2,1,1,95500.98,0,0,4,PLATINUM,927,Mid-Age,Established,0,3,0,0,Medium,0,1.9140756911978176e-05,Low Risk
736,Spain,Male,32,7,0.0,1,0,1,79082.62,0,0,2,DIAMOND,925,Mid-Age,Established,0,2,1,1,Medium,2,2.361856079706951e-05,Low Risk
501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0,0,2,PLATINUM,354,Mid-Age,Established,0,2,1,1,High,2,0.00029309952095897833,Low Risk
535,France,Female,29,5,0.0,2,0,1,52709.55,0,0,2,SILVER,292,Young,Early,0,2,1,0,Low,1,0.00015820270176286567,Low Risk
759,France,Female,33,2,0.0,2,1,0,56583.88,0,0,1,SILVER,428,Mid-Age,New,0,2,1,0,Low,2,7.852134391188057e-05,Low Risk
819,France,Male,35,1,0.0,2,0,1,3385.04,0,0,1,GOLD,521,Mid-Age,New,0,2,1,0,Low,1,2.8806666643123088e-05,Low Risk
533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0,0,2,SILVER,593,Mid-Age,Early,0,2,1,0,Low,1,0.00032999641142079407,Low Risk
632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0,0,1,GOLD,506,Mid-Age,New,1,1,1,0,Low,2,0.020802038745287132,Low Risk
686,France,Male,60,9,0.0,3,1,1,75246.21,1,1,4,GOLD,295,Senior,Established,0,2,0,0,Medium,0,0.9766443452063103,High Risk
687,France,Female,34,9,125474.44,1,1,0,198929.84,0,0,1,GOLD,565,Mid-Age,Established,1,2,1,1,High,3,7.021121124673328e-05,Low Risk
667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0,0,5,PLATINUM,910,Mid-Age,Early,1,2,0,0,Medium,1,0.02200386370555636,Low Risk
699,Spain,Female,25,8,0.0,2,1,1,52404.47,0,0,5,SILVER,248,Young,Established,0,3,0,0,Low,0,5.208808381235195e-05,Low Risk
497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,0,1,SILVER,525,Mid-Age,Established,1,3,1,0,High,1,4.947903407454631e-07,Low Risk
780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,0,4,GOLD,610,Mid-Age,Established,1,3,0,1,High,1,3.378929569266475e-05,Low Risk
652,France,Female,51,3,0.0,1,1,0,173989.47,1,1,1,DIAMOND,673,Senior,Early,0,1,1,1,High,3,0.9919568781749594,High Risk
477,France,Male,47,9,144900.58,1,1,0,61315.37,1,1,4,GOLD,498,Senior,Established,1,1,0,1,Low,2,0.9994466553530288,High Risk
652,France,Female,37,4,0.0,2,1,0,143393.24,0,0,4,SILVER,590,Mid-Age,Early,0,2,0,0,High,1,0.0045360303007635945,Low Risk
488,France,Female,31,8,97588.6,1,0,0,124210.53,0,0,2,SILVER,712,Mid-Age,Established,1,1,1,1,Medium,3,0.008313860607301302,Low Risk
572,France,Male,24,1,0.0,2,1,1,151460.84,0,0,3,GOLD,827,Young,New,0,3,0,0,High,0,6.224356579228705e-06,Low Risk
755,France,Female,38,1,0.0,2,1,0,20734.81,0,0,4,GOLD,644,Mid-Age,New,0,2,0,0,Low,1,0.004320744377293993,Low Risk
779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,0,1,SILVER,974,Young,Established,1,2,1,0,Low,2,0.00015145873081716705,Low Risk
693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0,0,1,SILVER,695,Senior,Early,1,2,1,1,High,3,0.0009449301000264919,Low Risk
530,Spain,Female,22,7,0.0,2,1,0,104170.48,0,0,5,PLATINUM,516,Young,Established,0,2,0,0,Medium,1,0.002951007102286442,Low Risk
738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,0,4,SILVER,298,Mid-Age,Early,1,2,0,0,Low,0,0.003417547798438694,Low Risk
690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0,0,5,SILVER,516,Mid-Age,New,1,2,0,0,Low,1,0.012105778169294226,Low Risk
611,France,Female,30,9,88594.14,1,1,0,196332.45,0,0,4,GOLD,883,Young,Established,0,2,0,1,High,2,0.0026076083600408756,Low Risk
643,Spain,Male,34,6,0.0,2,1,1,116046.22,0,0,3,DIAMOND,596,Mid-Age,Established,0,3,0,0,Medium,0,4.582587644879954e-06,Low Risk
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,1,1,SILVER,658,Mid-Age,Established,1,1,1,0,Medium,2,0.9650733598361027,High Risk
727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,0,2,DIAMOND,550,Mid-Age,Established,0,1,1,0,Medium,2,0.006409664510084731,Low Risk
508,France,Female,64,2,0.0,1,1,1,6076.62,0,0,3,GOLD,993,Elder,New,0,3,0,1,Low,1,0.00011715165992880819,Low Risk
550,France,Male,31,5,142200.19,2,1,1,122221.71,0,0,4,PLATINUM,878,Mid-Age,Early,1,3,0,0,Medium,0,1.687859793911611e-05,Low Risk
754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0,0,5,PLATINUM,721,Mid-Age,Early,1,3,0,1,Low,1,0.00038900586275434165,Low Risk
759,France,Male,26,4,0.0,2,1,0,135394.62,0,0,3,DIAMOND,275,Young,Early,0,2,0,0,High,1,0.0006779154126010062,Low Risk
794,Spain,Male,33,8,0.0,2,0,0,91340.02,0,0,2,PLATINUM,536,Mid-Age,Established,0,1,1,0,Medium,2,0.0022519001208463033,Low Risk
549,France,Male,29,3,0.0,2,1,0,146090.38,0,0,4,DIAMOND,901,Young,Early,0,2,0,0,High,1,0.0018119276677795806,Low Risk
671,France,Male,31,0,116234.61,1,1,0,172096.08,0,0,5,SILVER,395,Mid-Age,,1,2,0,1,High,2,0.0056077917440357115,Low Risk
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,1,1,DIAMOND,518,Young,Early,1,1,1,1,High,2,0.9583127899611653,High Risk
632,France,Female,21,1,0.0,2,1,0,84008.66,0,0,4,SILVER,948,Young,New,0,2,0,0,Medium,1,0.002216157752818153,Low Risk
579,France,Male,38,8,0.0,2,0,0,91763.67,0,0,5,PLATINUM,835,Mid-Age,Established,0,1,0,0,Medium,1,0.14410088003813784,Low Risk
748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0,4,SILVER,440,Mid-Age,Early,0,3,0,1,High,1,1.8460109217209498e-05,Low Risk
488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0,0,2,PLATINUM,645,Young,Established,1,2,1,0,Medium,2,0.0005072093940833554,Low Risk
710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0,0,5,DIAMOND,916,Senior,Established,1,2,0,0,Low,0,0.16908097150174237,Low Risk
619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,1,2,GOLD,998,Mid-Age,Established,0,2,1,0,Medium,1,0.18755243699256513,Low Risk
773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0,1,SILVER,630,Elder,New,1,2,1,1,High,2,0.00036703076076762003,Low Risk
657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,0,1,GOLD,554,Elder,Established,1,2,1,1,Medium,2,0.0003187961797257469,Low Risk
579,France,Female,26,10,162482.76,1,1,1,18458.2,0,0,3,DIAMOND,895,Young,Established,1,3,0,1,Low,1,1.400783931758134e-05,Low Risk
542,France,Male,29,9,0.0,1,1,0,8342.35,0,0,3,GOLD,760,Young,Established,0,2,0,1,Low,2,0.00034216577356525516,Low Risk
709,France,Female,32,2,87814.89,1,1,0,138578.37,0,0,2,DIAMOND,643,Mid-Age,New,0,2,1,1,High,3,0.000189532994426788,Low Risk
