creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment,clv,retention_priority
642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0,0,5,DIAMOND,720,Mid-Age,Early,1,2,0,1,Medium,2,0.0157869266540234,Low Risk,164526.03999999998,Low Priority
575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,1,5,DIAMOND,232,Senior,Established,1,2,0,0,Low,0,0.9940566731034328,High Risk,114261.158,Low Priority
570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0,5,SILVER,307,Senior,Early,0,2,0,1,Medium,1,0.2164121332143526,Low Risk,96934.781,Low Priority
532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,1,2,GOLD,401,Senior,Established,1,1,1,1,High,3,0.99710821951526,High Risk,154074.959,Critical Priority
796,France,Male,30,2,137262.71,2,1,0,62905.29,0,0,1,SILVER,935,Young,New,1,2,1,0,Low,2,5.87602941383719e-05,Low Risk,143553.239,Low Priority
833,Spain,Male,32,6,0.0,1,1,1,44323.22,1,1,4,GOLD,775,Mid-Age,Established,0,2,0,1,Low,1,0.4639888853645459,Medium Risk,4432.322,Low Priority
642,Spain,Female,36,6,0.0,2,1,1,97938.59,0,0,4,PLATINUM,285,Mid-Age,Established,0,3,0,0,Medium,0,2.5790144242028964e-05,Low Risk,9793.859,Low Priority
655,France,Male,28,10,0.0,2,0,1,126565.21,0,0,2,SILVER,315,Young,Established,0,2,1,0,Medium,1,4.119711031984127e-05,Low Risk,12656.521,Low Priority
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,1,1,GOLD,760,Senior,Established,1,1,1,1,High,3,0.9909063202642878,High Risk,134845.05,Low Priority
617,France,Female,34,0,131244.65,2,1,0,183229.02,0,0,5,DIAMOND,933,Mid-Age,,1,2,0,0,High,1,0.0184194829786269,Low Risk,149567.552,Low Priority
762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0,0,2,GOLD,414,Young,Early,1,3,1,0,Medium,1,3.5602702686236278e-06,Low Risk,135758.23200000002,Low Priority
703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,0,3,PLATINUM,811,Mid-Age,Early,1,2,0,0,High,1,0.0021421045051615,Low Risk,157472.106,Low Priority
507,France,Male,41,3,58820.32,2,1,1,138536.09,0,0,3,PLATINUM,895,Mid-Age,Early,0,3,0,0,High,0,1.2412598559557734e-05,Low Risk,72673.929,Low Priority
581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,1,5,DIAMOND,877,Young,Early,1,2,0,1,High,1,0.9712707863455792,High Risk,123551.45,Low Priority
593,France,Male,31,9,0.0,2,0,1,20492.16,0,0,2,DIAMOND,568,Mid-Age,Established,0,2,1,0,Low,1,4.046336690513629e-05,Low Risk,2049.216,Low Priority
648,France,Male,23,9,168372.52,1,1,0,134676.72,0,0,4,DIAMOND,883,Young,Established,1,2,0,1,High,2,0.0012127274172504,Low Risk,181840.19199999998,Low Priority
462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0,0,5,PLATINUM,747,Mid-Age,New,0,2,0,0,High,1,0.0110907035311715,Low Risk,108530.38,Low Priority
596,Spain,Male,36,2,0.0,2,0,1,125557.95,0,0,4,SILVER,867,Mid-Age,New,0,2,0,0,Medium,0,0.0008062557678859,Low Risk,12555.795,Low Priority
627,France,Female,44,5,0.0,2,1,0,82969.61,1,1,5,SILVER,396,Mid-Age,Early,0,1,0,0,Medium,1,0.999369780998385,High Risk,8296.961000000001,Low Priority
494,France,Male,40,7,0.0,2,0,1,158071.69,0,0,4,GOLD,910,Mid-Age,Established,0,2,0,0,High,0,0.0012756629507399,Low Risk,15807.169000000002,Low Priority
627,France,Male,73,0,146329.73,1,0,1,43615.67,0,0,2,DIAMOND,871,Elder,,1,2,1,1,Low,2,0.0018062609251474,Low Risk,150691.29700000002,Low Priority
850,Spain,Male,37,2,0.0,2,1,0,119969.99,0,0,2,DIAMOND,272,Mid-Age,New,0,2,1,0,Medium,2,6.971138877822261e-05,Low Risk,11996.999000000002,Low Priority
632,France,Female,49,5,167962.7,1,0,0,140201.21,0,0,3,DIAMOND,614,Senior,Early,1,1,0,1,High,2,0.6320827948890948,High Risk,181982.821,Critical Priority
490,France,Male,33,1,0.0,2,1,1,80792.83,0,0,3,DIAMOND,861,Mid-Age,New,0,3,0,0,Medium,0,6.846758365799559e-06,Low Risk,8079.283,Low Priority
715,France,Male,40,7,0.0,1,1,1,141359.11,0,0,5,GOLD,776,Mid-Age,Established,0,3,0,1,High,1,3.7406636336695726e-05,Low Risk,14135.911,Low Priority
679,France,Male,48,8,0.0,2,1,0,23344.94,0,0,2,SILVER,609,Senior,Established,0,2,1,0,Low,2,0.0007736071476695,Low Risk,2334.494,Low Priority
619,France,Male,44,3,116967.68,1,1,0,5075.17,1,1,5,DIAMOND,716,Mid-Age,Early,1,1,0,1,Low,2,0.9990053244439608,High Risk,117475.197,Low Priority
465,Spain,Female,33,6,0.0,2,1,1,95500.98,0,0,4,PLATINUM,927,Mid-Age,Established,0,3,0,0,Medium,0,1.9140756911978176e-05,Low Risk,9550.098,Low Priority
736,Spain,Male,32,7,0.0,1,0,1,79082.62,0,0,2,DIAMOND,925,Mid-Age,Established,0,2,1,1,Medium,2,2.361856079706951e-05,Low Risk,7908.262,Low Priority
501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0,0,2,PLATINUM,354,Mid-Age,Established,0,2,1,1,High,2,0.0002930995209589,Low Risk,113224.98300000001,Low Priority
535,France,Female,29,5,0.0,2,0,1,52709.55,0,0,2,SILVER,292,Young,Early,0,2,1,0,Low,1,0.0001582027017628,Low Risk,5270.955000000001,Low Priority
759,France,Female,33,2,0.0,2,1,0,56583.88,0,0,1,SILVER,428,Mid-Age,New,0,2,1,0,Low,2,7.852134391188057e-05,Low Risk,5658.388,Low Priority
819,France,Male,35,1,0.0,2,0,1,3385.04,0,0,1,GOLD,521,Mid-Age,New,0,2,1,0,Low,1,2.8806666643123088e-05,Low Risk,338.504,Low Priority
533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0,0,2,SILVER,593,Mid-Age,Early,0,2,1,0,Low,1,0.0003299964114207,Low Risk,81695.802,Low Priority
632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0,0,1,GOLD,506,Mid-Age,New,1,1,1,0,Low,2,0.0208020387452871,Low Risk,157033.291,Low Priority
686,France,Male,60,9,0.0,3,1,1,75246.21,1,1,4,GOLD,295,Senior,Established,0,2,0,0,Medium,0,0.9766443452063104,High Risk,7524.621000000001,Low Priority
687,France,Female,34,9,125474.44,1,1,0,198929.84,0,0,1,GOLD,565,Mid-Age,Established,1,2,1,1,High,3,7.021121124673328e-05,Low Risk,145367.424,Low Priority
667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0,0,5,PLATINUM,910,Mid-Age,Early,1,2,0,0,Medium,1,0.0220038637055563,Low Risk,133977.846,Low Priority
699,Spain,Female,25,8,0.0,2,1,1,52404.47,0,0,5,SILVER,248,Young,Established,0,3,0,0,Low,0,5.208808381235195e-05,Low Risk,5240.447,Low Priority
497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,0,1,SILVER,525,Mid-Age,Established,1,3,1,0,High,1,4.947903407454631e-07,Low Risk,145014.263,Low Priority
780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,0,4,GOLD,610,Mid-Age,Established,1,3,0,1,High,1,3.378929569266475e-05,Low Risk,161040.466,Low Priority
652,France,Female,51,3,0.0,1,1,0,173989.47,1,1,1,DIAMOND,673,Senior,Early,0,1,1,1,High,3,0.9919568781749594,High Risk,17398.947,Low Priority
477,France,Male,47,9,144900.58,1,1,0,61315.37,1,1,4,GOLD,498,Senior,Established,1,1,0,1,Low,2,0.9994466553530288,High Risk,151032.117,Critical Priority
652,France,Female,37,4,0.0,2,1,0,143393.24,0,0,4,SILVER,590,Mid-Age,Early,0,2,0,0,High,1,0.0045360303007635,Low Risk,14339.324,Low Priority
488,France,Female,31,8,97588.6,1,0,0,124210.53,0,0,2,SILVER,712,Mid-Age,Established,1,1,1,1,Medium,3,0.0083138606073013,Low Risk,110009.653,Low Priority
572,France,Male,24,1,0.0,2,1,1,151460.84,0,0,3,GOLD,827,Young,New,0,3,0,0,High,0,6.224356579228705e-06,Low Risk,15146.084,Low Priority
755,France,Female,38,1,0.0,2,1,0,20734.81,0,0,4,GOLD,644,Mid-Age,New,0,2,0,0,Low,1,0.0043207443772939,Low Risk,2073.481,Low Priority
779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,0,1,SILVER,974,Young,Established,1,2,1,0,Low,2,0.0001514587308171,Low Risk,126570.866,Low Priority
693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0,0,1,SILVER,695,Senior,Early,1,2,1,1,High,3,0.0009449301000264,Low Risk,169782.954,Low Priority
530,Spain,Female,22,7,0.0,2,1,0,104170.48,0,0,5,PLATINUM,516,Young,Established,0,2,0,0,Medium,1,0.0029510071022864,Low Risk,10417.048,Low Priority
738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,0,4,SILVER,298,Mid-Age,Early,1,2,0,0,Low,0,0.0034175477984386,Low Risk,124921.159,Low Priority
690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0,0,5,SILVER,516,Mid-Age,New,1,2,0,0,Low,1,0.0121057781692942,Low Risk,142799.178,Low Priority
611,France,Female,30,9,88594.14,1,1,0,196332.45,0,0,4,GOLD,883,Young,Established,0,2,0,1,High,2,0.0026076083600408,Low Risk,108227.38500000001,Low Priority
643,Spain,Male,34,6,0.0,2,1,1,116046.22,0,0,3,DIAMOND,596,Mid-Age,Established,0,3,0,0,Medium,0,4.582587644879954e-06,Low Risk,11604.622000000001,Low Priority
632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,1,1,SILVER,658,Mid-Age,Established,1,1,1,0,Medium,2,0.9650733598361028,High Risk,136592.807,Low Priority
727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,0,2,DIAMOND,550,Mid-Age,Established,0,1,1,0,Medium,2,0.0064096645100847,Low Risk,104658.49399999999,Low Priority
508,France,Female,64,2,0.0,1,1,1,6076.62,0,0,3,GOLD,993,Elder,New,0,3,0,1,Low,1,0.0001171516599288,Low Risk,607.662,Low Priority
550,France,Male,31,5,142200.19,2,1,1,122221.71,0,0,4,PLATINUM,878,Mid-Age,Early,1,3,0,0,Medium,0,1.687859793911611e-05,Low Risk,154422.361,Low Priority
754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0,0,5,PLATINUM,721,Mid-Age,Early,1,3,0,1,Low,1,0.0003890058627543,Low Risk,163177.013,Low Priority
759,France,Male,26,4,0.0,2,1,0,135394.62,0,0,3,DIAMOND,275,Young,Early,0,2,0,0,High,1,0.000677915412601,Low Risk,13539.462,Low Priority
794,Spain,Male,33,8,0.0,2,0,0,91340.02,0,0,2,PLATINUM,536,Mid-Age,Established,0,1,1,0,Medium,2,0.0022519001208463,Low Risk,9134.002,Low Priority
549,France,Male,29,3,0.0,2,1,0,146090.38,0,0,4,DIAMOND,901,Young,Early,0,2,0,0,High,1,0.0018119276677795,Low Risk,14609.038,Low Priority
671,France,Male,31,0,116234.61,1,1,0,172096.08,0,0,5,SILVER,395,Mid-Age,,1,2,0,1,High,2,0.0056077917440357,Low Risk,133444.218,Low Priority
756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,1,1,DIAMOND,518,Young,Early,1,1,1,1,High,2,0.9583127899611652,High Risk,168646.97699999998,Critical Priority
632,France,Female,21,1,0.0,2,1,0,84008.66,0,0,4,SILVER,948,Young,New,0,2,0,0,Medium,1,0.0022161577528181,Low Risk,8400.866,Low Priority
579,France,Male,38,8,0.0,2,0,0,91763.67,0,0,5,PLATINUM,835,Mid-Age,Established,0,1,0,0,Medium,1,0.1441008800381378,Low Risk,9176.367,Low Priority
748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0,4,SILVER,440,Mid-Age,Early,0,3,0,1,High,1,1.8460109217209494e-05,Low Risk,97709.58,Low Priority
488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0,0,2,PLATINUM,645,Young,Established,1,2,1,0,Medium,2,0.0005072093940833,Low Risk,149926.169,Low Priority
710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0,0,5,DIAMOND,916,Senior,Established,1,2,0,0,Low,0,0.1690809715017423,Low Risk,171162.464,Low Priority
619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,1,2,GOLD,998,Mid-Age,Established,0,2,1,0,Medium,1,0.1875524369925651,Low Risk,7986.673,Low Priority
773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0,1,SILVER,630,Elder,New,1,2,1,1,High,2,0.0003670307607676,Low Risk,164195.565,Low Priority
657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,0,1,GOLD,554,Elder,Established,1,2,1,1,Medium,2,0.0003187961797257,Low Risk,135441.31,Low Priority
579,France,Female,26,10,162482.76,1,1,1,18458.2,0,0,3,DIAMOND,895,Young,Established,1,3,0,1,Low,1,1.400783931758134e-05,Low Risk,164328.58000000002,Low Priority
542,France,Male,29,9,0.0,1,1,0,8342.35,0,0,3,GOLD,760,Young,Established,0,2,0,1,Low,2,0.0003421657735652,Low Risk,834.2350000000001,Low Priority
709,France,Female,32,2,87814.89,1,1,0,138578.37,0,0,2,DIAMOND,643,Mid-Age,New,0,2,1,1,High,3,0.0001895329944267,Low Risk,101672.727,Low Priority
617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,0,1,GOLD,422,Elder,Early,1,3,1,1,Low,2,3.1495564287748846e-06,Low Risk,117671.872,Low Priority
568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,1,4,SILVER,934,Mid-Age,Early,0,2,0,0,Medium,0,0.934318250722204,High Risk,98328.18,Low Priority
769,France,Female,73,1,0.0,1,1,1,29792.11,0,0,3,DIAMOND,415,Elder,New,0,3,0,1,Low,1,0.0002560889587797,Low Risk,2979.2110000000002,Low Priority
608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0,0,5,PLATINUM,672,Young,New,1,2,0,1,Low,1,0.0064880293948119,Low Risk,107355.34,Low Priority
503,Spain,Male,31,4,0.0,2,1,1,21645.06,0,0,1,DIAMOND,843,Mid-Age,Early,0,3,1,0,Low,1,2.503113461575796e-07,Low Risk,2164.5060000000003,Low Priority
608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0,0,3,SILVER,843,Mid-Age,Established,1,3,0,0,High,0,6.40159888271229e-05,Low Risk,117361.496,Low Priority
731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1,1,5,SILVER,782,Mid-Age,Early,1,0,0,1,High,2,0.9999907068487272,High Risk,134152.365,Low Priority
850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0,0,1,PLATINUM,251,Mid-Age,Early,1,1,1,0,Medium,2,0.0209680477483251,Low Risk,108659.592,Low Priority
591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0,0,5,PLATINUM,940,Mid-Age,Early,1,3,0,1,Medium,1,0.0002334641618629,Low Risk,157862.78399999999,Low Priority
579,Spain,Male,37,4,0.0,2,1,1,32246.63,0,0,3,SILVER,464,Mid-Age,Early,0,3,0,0,Low,0,6.752272615389457e-06,Low Risk,3224.6630000000005,Low Priority
570,France,Male,39,10,129674.89,2,1,0,80552.36,0,0,3,DIAMOND,723,Mid-Age,Established,1,2,0,0,Medium,1,0.000821432036522,Low Risk,137730.126,Low Priority
709,France,Female,37,9,0.0,2,1,0,16733.59,0,0,5,GOLD,775,Mid-Age,Established,0,2,0,0,Low,1,0.0063350581922613,Low Risk,1673.3590000000002,Low Priority
611,France,Male,53,3,83568.26,1,0,0,1235.49,0,0,4,GOLD,765,Senior,Early,0,1,0,1,Low,2,0.5976429223132199,Medium Risk,83691.809,Low Priority
775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,1,5,DIAMOND,795,Senior,Early,1,0,0,0,Low,1,0.9999977021053662,High Risk,183161.751,Critical Priority
699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0,0,5,PLATINUM,504,Mid-Age,Established,1,3,0,1,Low,1,0.0001197820040827,Low Risk,150506.53,Low Priority
618,France,Male,37,5,0.0,1,0,1,178705.45,1,1,2,GOLD,595,Mid-Age,Early,0,1,1,1,High,2,0.865213012786081,High Risk,17870.545000000002,Low Priority
704,France,Male,36,3,114370.41,1,0,1,66810.48,0,0,3,PLATINUM,268,Mid-Age,Early,1,2,0,1,Low,1,0.0006297620089619,Low Risk,121051.458,Low Priority
835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,1,5,GOLD,787,Senior,Early,1,2,0,0,Low,0,0.9974810686562752,High Risk,112875.235,Low Priority
714,Germany,Male,39,3,149887.49,2,1,0,63846.36,0,0,4,SILVER,235,Mid-Age,Early,1,2,0,0,Low,1,0.0094205831831653,Low Risk,156272.126,Low Priority
581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0,0,4,GOLD,968,Mid-Age,Early,1,2,0,1,Medium,1,0.0035389621636238,Low Risk,180196.502,Low Priority
592,France,Male,27,3,0.0,2,1,1,19645.65,0,0,5,PLATINUM,434,Young,Early,0,3,0,0,Low,0,3.94879871929235e-05,Low Risk,1964.5650000000003,Low Priority
551,France,Male,43,7,0.0,2,1,0,178393.68,0,0,1,PLATINUM,972,Mid-Age,Established,0,2,1,0,High,2,4.052598132410109e-05,Low Risk,17839.368,Low Priority
689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0,0,5,SILVER,730,Young,New,0,1,0,0,Medium,1,0.5893897035651585,Medium Risk,72667.435,Low Priority
604,France,Female,56,0,62732.65,1,0,1,124954.56,0,0,3,GOLD,948,Senior,,0,2,0,1,Medium,1,0.0200182003508456,Low Risk,75228.106,Low Priority
514,France,Female,41,7,0.0,2,1,1,3756.65,0,0,3,SILVER,697,Mid-Age,Established,0,3,0,0,Low,0,2.2005848514574223e-05,Low Risk,375.665,Low Priority
698,France,Male,29,5,95167.55,1,1,1,152723.23,0,0,1,DIAMOND,415,Young,Early,0,3,1,1,High,2,4.755100123896351e-07,Low Risk,110439.873,Low Priority
581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1,1,1,SILVER,783,Senior,New,1,1,1,1,High,3,0.998143291813181,High Risk,171268.788,Critical Priority
573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0,0,5,SILVER,603,Mid-Age,,1,3,0,1,Medium,1,0.0001414102775998,Low Risk,141682.339,Low Priority
449,Spain,Female,33,8,0.0,2,0,0,156792.89,0,0,1,GOLD,651,Mid-Age,Established,0,1,1,0,High,2,0.0028035641549066,Low Risk,15679.289000000002,Low Priority
850,Germany,Female,31,3,51293.47,1,0,0,35534.68,0,0,1,PLATINUM,580,Mid-Age,Early,0,1,1,1,Low,3,0.008701536598028,Low Risk,54846.938,Low Priority
612,France,Male,41,5,0.0,3,0,0,151256.22,0,0,4,DIAMOND,327,Mid-Age,Early,0,1,0,0,High,1,0.1675421818344378,Low Risk,15125.622000000001,Low Priority
690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0,0,3,DIAMOND,789,Senior,Established,1,2,0,1,Low,1,0.0040260657955896,Low Risk,121723.859,Low Priority
599,Spain,Female,49,2,0.0,2,1,0,111190.53,0,0,5,SILVER,427,Senior,New,0,2,0,0,Medium,1,0.0681065950139509,Low Risk,11119.053,Low Priority
498,France,Male,33,1,198113.86,1,1,0,69664.35,0,0,2,PLATINUM,694,Mid-Age,New,1,2,1,1,Medium,3,0.0001005051582158,Low Risk,205080.29499999998,Low Priority
497,France,Female,29,4,85646.81,1,0,0,63233.02,1,1,5,GOLD,750,Young,Early,0,0,0,1,Low,2,0.9999837842860236,High Risk,91970.112,Low Priority
802,Spain,Male,51,7,0.0,1,0,1,40855.79,0,0,3,SILVER,590,Senior,Established,0,2,0,1,Low,1,0.0032269134926105,Low Risk,4085.579,Low Priority
644,France,Male,33,9,141234.98,1,1,0,95673.05,0,0,4,GOLD,796,Mid-Age,Established,1,2,0,1,Medium,2,0.0010650075625471,Low Risk,150802.285,Low Priority
714,France,Male,34,10,0.0,2,1,1,80234.14,0,0,3,DIAMOND,688,Mid-Age,Established,0,3,0,0,Medium,0,4.565801576739536e-06,Low Risk,8023.414000000001,Low Priority
690,France,Female,40,9,77641.99,1,0,0,189051.59,1,1,4,PLATINUM,832,Mid-Age,Established,0,0,0,1,High,2,0.9999563181793016,High Risk,96547.149,Low Priority
522,Spain,Male,30,3,0.0,2,1,0,145490.85,0,0,4,SILVER,654,Young,Early,0,2,0,0,High,1,0.0014621555637218,Low Risk,14549.085000000001,Low Priority
502,Germany,Female,40,7,117304.29,1,0,0,196278.32,0,0,1,DIAMOND,674,Mid-Age,Established,1,1,1,1,High,3,0.0188980402622006,Low Risk,136932.122,Low Priority
730,Spain,Female,62,2,0.0,2,1,1,162889.1,0,0,3,GOLD,540,Elder,New,0,3,0,0,High,0,0.0001136552670721,Low Risk,16288.910000000002,Low Priority
590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0,0,5,PLATINUM,770,Mid-Age,Established,0,3,0,0,High,0,0.000120151797801,Low Risk,109807.448,Low Priority
458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0,0,3,PLATINUM,784,Mid-Age,Established,1,3,0,0,Low,0,1.963716418288109e-05,Low Risk,147128.158,Low Priority
553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0,0,1,PLATINUM,699,Mid-Age,Established,1,3,1,1,Low,2,4.4738168820478187e-07,Low Risk,146909.042,Low Priority
479,France,Male,47,1,0.0,1,1,0,95270.83,0,0,4,DIAMOND,782,Senior,New,0,2,0,1,Medium,2,0.0126740745130163,Low Risk,9527.083,Low Priority
693,France,Male,31,2,0.0,2,1,1,107759.31,0,0,1,PLATINUM,863,Mid-Age,New,0,3,1,0,Medium,1,2.518205826160797e-07,Low Risk,10775.931,Low Priority
707,Spain,Male,43,10,0.0,2,1,0,118368.2,0,0,1,GOLD,479,Mid-Age,Established,0,2,1,0,Medium,2,2.363742334589149e-05,Low Risk,11836.82,Low Priority
636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0,0,4,SILVER,564,Mid-Age,New,1,2,0,1,Low,2,0.0016960706310385,Low Risk,120385.661,Low Priority
807,France,Male,33,10,101952.97,2,1,0,178153.65,0,0,2,GOLD,634,Mid-Age,Established,1,2,1,0,High,2,7.487090319936662e-05,Low Risk,119768.335,Low Priority
513,France,Female,45,0,164649.52,3,1,0,49915.52,1,1,4,GOLD,590,Mid-Age,,1,1,0,0,Low,1,0.9995573146344776,High Risk,169641.072,Critical Priority
582,France,Male,31,2,0.0,2,1,1,33747.03,0,0,4,GOLD,413,Mid-Age,New,0,3,0,0,Low,0,1.4608991556577429e-05,Low Risk,3374.703,Low Priority
694,France,Male,32,0,91956.49,1,1,1,59961.81,0,0,4,SILVER,858,Mid-Age,,0,3,0,1,Low,1,2.062373770228161e-05,Low Risk,97952.671,Low Priority
777,France,Male,39,8,0.0,2,1,1,18613.52,0,0,1,PLATINUM,370,Mid-Age,Established,0,3,1,0,Low,1,3.800489932767658e-07,Low Risk,1861.352,Low Priority
598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0,0,5,DIAMOND,375,Mid-Age,Established,1,2,0,0,High,1,0.0099770398444706,Low Risk,143828.04200000002,Low Priority
762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,5,DIAMOND,655,Senior,Established,1,1,0,0,Low,0,0.9999360400952604,High Risk,129273.187,Low Priority
588,France,Female,34,3,120777.88,1,1,1,131729.52,0,0,5,GOLD,512,Mid-Age,Early,1,3,0,1,Medium,1,0.0001105783187019,Low Risk,133950.832,Low Priority
663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0,0,5,DIAMOND,995,Mid-Age,Early,0,3,0,1,Medium,1,0.0001285964203324,Low Risk,98165.76299999999,Low Priority
777,France,Male,36,7,0.0,1,1,0,106472.34,0,0,2,SILVER,537,Mid-Age,Established,0,2,1,1,Medium,3,5.54703152727975e-05,Low Risk,10647.234,Low Priority
592,France,Male,71,4,0.0,2,0,1,17013.54,0,0,3,PLATINUM,302,Elder,Early,0,2,0,0,Low,0,0.0065723493443075,Low Risk,1701.3540000000003,Low Priority
631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,1,1,SILVER,336,Senior,New,1,2,1,1,High,2,0.6758685068262777,High Risk,121462.622,Low Priority
725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1,1,3,GOLD,312,Senior,New,1,0,0,1,Medium,2,0.9999971586753084,High Risk,113549.68599999999,Low Priority
850,France,Male,34,2,72079.71,1,1,1,115767.93,0,0,2,GOLD,555,Mid-Age,New,0,3,1,1,Medium,2,7.752971442388504e-07,Low Risk,83656.50300000001,Low Priority
540,France,Male,37,6,0.0,2,1,0,141998.89,0,0,1,GOLD,417,Mid-Age,Established,0,2,1,0,High,2,3.928526453875706e-05,Low Risk,14199.889000000003,Low Priority
674,Spain,Male,36,2,0.0,2,1,1,182787.17,0,0,1,GOLD,353,Mid-Age,New,0,3,1,0,High,1,3.471270906145336e-07,Low Risk,18278.717,Low Priority
553,France,Male,38,3,99844.68,1,0,0,187915.7,0,0,1,DIAMOND,869,Mid-Age,Early,1,1,1,1,High,3,0.0035672165323232,Low Risk,118636.25,Low Priority
630,France,Female,28,1,0.0,2,1,1,133267.78,0,0,3,GOLD,742,Young,New,0,3,0,0,High,0,1.8623674558670723e-05,Low Risk,13326.778,Low Priority
466,France,Male,26,3,156815.71,1,1,1,137476.09,0,0,2,GOLD,349,Young,Early,1,3,1,1,High,2,1.3984707293576995e-06,Low Risk,170563.319,Low Priority
613,France,Male,47,6,146034.74,1,1,1,77146.14,0,0,2,DIAMOND,793,Senior,Established,1,3,1,1,Medium,2,1.1906955502730715e-05,Low Risk,153749.354,Low Priority
558,France,Male,27,1,152283.39,1,1,0,183271.15,0,0,1,GOLD,783,Young,New,1,2,1,1,High,3,4.520841090720774e-05,Low Risk,170610.505,Low Priority
775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0,0,2,SILVER,253,Mid-Age,New,1,3,1,0,Low,1,9.603251785207664e-06,Low Risk,121533.34000000001,Low Priority
698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0,0,1,GOLD,629,Senior,Established,0,3,1,1,High,2,1.159897845899262e-05,Low Risk,112118.761,Low Priority
608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0,0,4,DIAMOND,301,Mid-Age,New,1,2,0,0,Medium,1,0.005589860195637,Low Risk,109843.228,Low Priority
670,Spain,Female,20,4,0.0,2,1,0,119759.24,0,0,2,PLATINUM,920,Young,Early,0,2,1,0,Medium,2,6.482868778528403e-05,Low Risk,11975.924,Low Priority
591,Spain,Male,39,8,0.0,2,0,0,42392.24,0,0,1,GOLD,302,Mid-Age,Established,0,1,1,0,Low,2,0.0016635648552292,Low Risk,4239.224,Low Priority
633,France,Male,40,4,150578.0,1,0,1,34670.62,1,1,2,PLATINUM,683,Mid-Age,Early,1,1,1,1,Low,2,0.9227710635724656,High Risk,154045.062,Critical Priority
678,France,Female,46,1,0.0,2,0,0,82106.19,0,0,4,PLATINUM,908,Senior,New,0,1,0,0,Medium,1,0.6558499027258359,High Risk,8210.619,Low Priority
590,France,Male,47,3,0.0,2,1,0,171774.5,0,0,1,DIAMOND,398,Senior,Early,0,2,1,0,High,2,0.0004832129435405,Low Risk,17177.45,Low Priority
